id,score
360000,0.013021414733134451
360001,0.014762728639147526
360002,0.04753998884483005
360003,0.030341770264433222
360004,0.02197800479870975
360005,0.00813404052202275
360006,0.3771810118347748
360007,0.10631715995185986
360008,0.08435203846115231
360009,0.5457586297732403
360010,0.27272184548796385
360011,0.0094453615979142
360012,0.18553149376882827
360013,0.2015467889109742
360014,0.19534088800732607
360015,0.005227226893272925
360016,0.003284531318580675
360017,0.22313136408357326
360018,0.00659927112159755
360019,0.4438070759881023
360020,0.251076908158801
360021,0.0479524867892808
360022,0.510574818694843
360023,0.0203904955724559
360024,0.07048908979315185
360025,0.13736907346427868
360026,0.3649382916827617
360027,0.5261872344817653
360028,0.21576923205018178
360029,0.2531933011965663
360030,0.4998261633604927
360031,0.2922329663707697
360032,0.2589312986078532
360033,0.0498412618048117
360034,0.07217736392574792
360035,0.05908238462439758
360036,0.3266439428547893
360037,0.17280040918730666
360038,0.03618902178877197
360039,0.3038413320096022
360040,0.19126504154855914
360041,0.12459785190471558
360042,0.0061522515009883256
360043,0.0426642436195841
360044,0.0129487244812301
360045,0.032568927257693205
360046,0.00643233877171565
360047,0.3382016372469213
360048,0.030739170324645203
360049,0.035119285483887624
360050,0.08848672709908757
360051,0.22702046638417855
360052,0.06957532180655415
360053,0.11908209866208652
360054,0.15106516940465758
360055,0.12263715517923064
360056,0.2648107312827163
360057,0.07597724561507922
360058,0.4060248697135368
360059,0.0481592411513233
360060,0.5108682242556731
360061,0.12146895129404629
360062,0.05372697495599757
360063,0.12279371722807758
360064,0.12151039435929839
360065,0.31217988328262314
360066,0.018045727096073924
360067,0.2959814286236776
360068,0.22947964907173418
360069,0.01480879634983305
360070,0.10626172072391077
360071,0.26829462664994563
360072,0.36669322961262973
360073,0.11403941458723513
360074,0.28333880326544975
360075,0.2760549082613625
360076,0.1688114070845293
360077,0.00882783599858065
360078,0.09115556849557266
360079,0.05742741908354776
360080,0.22144928101601014
360081,0.2810409498616425
360082,0.0024946862621125
360083,0.007163662756032824
360084,0.25232623642431684
360085,0.05481328099488578
360086,0.044513569085443
360087,0.20229477177212818
360088,0.31471791794363024
360089,0.38899413963402907
360090,0.41780445200130106
360091,0.4821497047476752
360092,0.5315102071689342
360093,0.0277757750927392
360094,0.0197108008578991
360095,0.0507969625254608
360096,0.0370210696279585
360097,0.06479246811228465
360098,0.1224124506718963
